categoria,texto,texto_limpio
tech,"The Blu-Ray Association said on Thursday that games giants Electronic Arts and Vivendi would both support its DVD format.Mr Doherty said gamers were ""ravenous"" for high-quality graphics and technology for the next generation of titles.The next generation of DVDs will hold high-definition video and sound.Both Toshiba and Blu-ray are hopeful that the emerging DVD format war, akin to the Betamax and VHS fight in the 1980s, can be resolved over the next year when next-generation DVD players start to come out.Next generation DVDs will also be able to store images and other data.EA, a leading games developer and publisher, added that the delivery of high-definition games of the future was vital and Blu-ray had the capacity, functionality and interactivity needed for the kinds of projects it was planning.Blu-ray, backed by 100 firms including Sony, is competing against Toshiba and NEC-backed HD-DVD to be the format of choice for future films and games.A Blu-ray disc will be able to store 50GB of high-quality data, while Toshiba's HD-DVD will hold 30GB.""So by utilising blue laser-based technology we can make an optical laser disc that can hold six times as much as today's DVD.""Sony recently announced it would be using the technology in its next generation of PlayStations.In a separate press conference at the Consumer Electronics Show in Las Vegas, Toshiba announced that DVD players for its technology would be on the market by the end of 2005.Fitting these models on current DVD technologies means compressing the graphics so much that much of this quality is lost.As games move to more photo-real capability, the current technology is limiting.Mr Doherty added that it was making sure the discs could satisfy all high-definition needs, including the ability to record onto the DVDs and smaller discs to fit into camcorders.",bluray association said thursday game giant electronic art vivendi would support dvd formatmr doherty said gamers ravenous highquality graphic technology next generation titlesthe next generation dvd hold highdefinition video soundboth toshiba bluray hopeful emerging dvd format war akin betamax vhs fight resolved next year nextgeneration dvd player start come outnext generation dvd also able store image dataea leading game developer publisher added delivery highdefinition game future vital bluray capacity functionality interactivity needed kind project planningbluray backed firm including sony competing toshiba necbacked hddvd format choice future film gamesa bluray disc able store gb highquality data toshibas hddvd hold gbso utilising blue laserbased technology make optical laser disc hold six time much today dvdsony recently announced would using technology next generation playstationsin separate press conference consumer electronics show la vega toshiba announced dvd player technology would market end fitting model current dvd technology mean compressing graphic much much quality lostas game move photoreal capability current technology limitingmr doherty added making sure disc could satisfy highdefinition need including ability record onto dvd smaller disc fit camcorder
tech,"Sloncek said that currently only a Windows version of the software was in development.Mr Pouwelse said that future versions of file-sharing systems are likely to incorporate some kind of distributed reputation system that lets moderators prove who they are to the network and rate which files are worth downloading.In an interview with Novastream web radio, Sloncek said Exeem would combine ideas from the BitTorrent and Kazaa file-sharing systems.Like BitTorrent, Exeem will have trackers that help point people toward the file they want.But, he said, it would struggle to be as popular as BitTorrent and Suprnova because early versions were not taking enough care to make sure good copies of files were being shared.When big files were being shared moderation systems were key, said Mr Pouwelse.""The rating system in Exeem seems flawed because it is easy to insert both fake files and fake ratings,"" he said.This, said Sloncek, should make the system less vulnerable to legal action aimed at stopping people swapping pirated movies and music.One of the sites shut down by the legal campaign was suprnova.org which helped boost the popularity of the BitTorrent system by checking that trackers led to the movies or TV programmes they claimed to.""The moderators are the difference between having a system that works and one that's full of crap like Kazaa,"" he said.Users of the Exeem system will be able to rate files being swapped to help stop the spread of fake files, Sloncek told Novastream.""Exeem cannot prevent pollution,"" he said.He said that costs of writing the software will be paid for by adverts appearing in the finished version of the program.One site behind the success of the BitTorrent file-swapping system is producing its own software that avoids the pitfalls of the earlier program.",sloncek said currently window version software developmentmr pouwelse said future version filesharing system likely incorporate kind distributed reputation system let moderator prove network rate file worth downloadingin interview novastream web radio sloncek said exeem would combine idea bittorrent kazaa filesharing systemslike bittorrent exeem tracker help point people toward file wantbut said would struggle popular bittorrent suprnova early version taking enough care make sure good copy file sharedwhen big file shared moderation system key said mr pouwelsethe rating system exeem seems flawed easy insert fake file fake rating saidthis said sloncek make system less vulnerable legal action aimed stopping people swapping pirated movie musicone site shut legal campaign suprnovaorg helped boost popularity bittorrent system checking tracker led movie tv programme claimed tothe moderator difference system work one thats full crap like kazaa saidusers exeem system able rate file swapped help stop spread fake file sloncek told novastreamexeem cannot prevent pollution saidhe said cost writing software paid advert appearing finished version programone site behind success bittorrent fileswapping system producing software avoids pitfall earlier program
tech,"Dr Frasca said: ""Political campaigns will continue to experiment with video games.""When I started researching political games at the university, about five years ago, I thought it was going to be something that would take decades to happen,"" said Gonzalo Frasca, computer games specialist at the Information Technology University of Copenhagen.The first official political campaign game was technically launched during the last week of 2003: the Iowa Game, commissioned by the Democrat hopeful Howard Dean.""It will not replace other forms of political propaganda, but it will integrate itself on to the media ecology of political campaigns.""The phenomenon has astonished the forefathers of political games, a handful of multi-discipline games enthusiasts keen to push frontiers.After bubbling under for some time, online games broke through onto the political arena in 2004.But experts estimate it will still take at least about a decade until this new breed of video gaming communication become a common tool for political campaigns.""I must admit that I was the first person to be surprised at seeing how fast they have evolved,"" added the Uruguayan-born researcher, who has so far created games for two political campaigns.""Video games generate strong reactions mainly because they are new, but also because our culture needs to learn how to deal with simulation,"" Mr Frasca told the BBC News website.""It's up to us to explore what we can learn from ourselves through play and video games.""",dr frasca said political campaign continue experiment video gameswhen started researching political game university five year ago thought going something would take decade happen said gonzalo frasca computer game specialist information technology university copenhagenthe first official political campaign game technically launched last week iowa game commissioned democrat hopeful howard deanit replace form political propaganda integrate medium ecology political campaignsthe phenomenon astonished forefather political game handful multidiscipline game enthusiast keen push frontiersafter bubbling time online game broke onto political arena expert estimate still take least decade new breed video gaming communication become common tool political campaignsi must admit first person surprised seeing fast evolved added uruguayanborn researcher far created game two political campaignsvideo game generate strong reaction mainly new also culture need learn deal simulation mr frasca told bbc news websiteits u explore learn play video game
tech,"The number of Europeans with broadband has exploded over the past 12 months, with the web eating into TV viewing habits, research suggests.It found that a quarter of web users said they spent less time watching TV in favour of the net  The report by Nielsen/NetRatings found that the number of people with fast internet access had risen by 60% over the past year.The threat to TV was greatest in countries where broadband was on the up, in particular the UK, France and Spain, said the report.In homes with broadband, 40% said they were spending less time watching TV.The total number of Europeans online rose by 12% to 100 million over the past year, the report showed, with the biggest rise in France, Italy, Britain and Germany.A study by analysts Jupiter Research suggested that broadband was challenging television viewing habits.Just over 54 million people are hooked up to the net via broadband, up from 34 million a year ago, according to market analysts Nielsen/NetRatings.",number european broadband exploded past month web eating tv viewing habit research suggestsit found quarter web user said spent less time watching tv favour net report nielsennetratings found number people fast internet access risen past yearthe threat tv greatest country broadband particular uk france spain said reportin home broadband said spending less time watching tvthe total number european online rose million past year report showed biggest rise france italy britain germanya study analyst jupiter research suggested broadband challenging television viewing habitsjust million people hooked net via broadband million year ago according market analyst nielsennetratings
tech,"This is likely to be in response to spammers who have reportedly redirected traffic from their sites back to the Lycos screensaver site.The downing of the sites could dent Lycos claims that what it is doing does not amount to a distributed denial of service attack.Lycos said the idea was to get the spam sites running at 95% capacity and generate big bandwidth bills for the spammers behind the sites.But the site hosting the screensaver now displays a pink graphic and the words ""Stay tuned"".The site hosting the screensaver currently shows a holding page, with the words, ""Stay tuned"".A campaign by Lycos Europe to target spam-related websites appears to have been put on hold.In such attacks thousands of computers bombard sites with data in an attempt to overwhelm them.People were encouraged to download the screensaver which, when their PC was idle, would then send lots of data to sites that peddle the goods and services mentioned in spam messages.",likely response spammer reportedly redirected traffic site back lycos screensaver sitethe downing site could dent lycos claim amount distributed denial service attacklycos said idea get spam site running capacity generate big bandwidth bill spammer behind sitesbut site hosting screensaver display pink graphic word stay tunedthe site hosting screensaver currently show holding page word stay tuneda campaign lycos europe target spamrelated website appears put holdin attack thousand computer bombard site data attempt overwhelm thempeople encouraged download screensaver pc idle would send lot data site peddle good service mentioned spam message
tech,"Record numbers of Warcraft fans are settling in the games online world.Halo 2 has proved popular online, with gamers notching up a record 28 million hours playing the game on Xbox Live.The online game turns the stand alone Warcraft games into a persistent world that players can inhabit not just visit  Europe's gamers could be waiting until January to hear when they can get their mitts on Nintendo's handheld device, Nintendo DS, says gamesindustry.biz.On the opening day of the World of Warcraft massive multi-player online game more than 200,000 players signed up to play.The game has sold more than five million copies worldwide since it went on sale in mid-November, the company said.According to Microsoft, nine out of 10 Xbox Live members have played the game for an average of 91 minutes per session.",record number warcraft fan settling game online worldhalo proved popular online gamers notching record million hour playing game xbox livethe online game turn stand alone warcraft game persistent world player inhabit visit europe gamers could waiting january hear get mitt nintendos handheld device nintendo d say gamesindustrybizon opening day world warcraft massive multiplayer online game player signed playthe game sold five million copy worldwide since went sale midnovember company saidaccording microsoft nine xbox live member played game average minute per session
tech,"If technology is going to be increasingly part of clothing, jewellery, and skin, there needs to be some serious thinking about what it means for us as humans, says Baroness Susan Greenfield.If our clothing, skin, and ""personal body networks"" do the talking and the monitoring, everywhere we go, we have to think about what that means for our concept of privacy.But Baroness Greenfield is concerned about how far this more personal contact with technology might affect our very being.However, this future of highly personal devices, where technology is worn, or even fuses with the body itself, raises ethical questions.Yet this technology is already upon us.His job is to formulate ideas based on what science and technology are doing now, to guide industries into the future.Wearable technology could exploit body heat to charge it up, while ""video tattoos"", or intelligent electronic contact lenses, might function as TV screens for those on the move.Such materials are already starting to change how gadgets and electronics are used and designed.At a recent conference for technology, engineering, academic and fashion industry experts, at the Royal Society in London, neuroscientist Baroness Greenfield cautioned we ""can't just sleepwalk into the future"".Ideas about just how smart, small, or even invisible, technology will get are always floating around.As technology infiltrates our biology, how will our brains function differently?So MP3 players - the mass gadget of the moment - will disappear and instead become integrated into one's clothing, says Mr Pearson.By then phones will be printed directly on to wrists, or other parts of the body, says Ian Pearson, BT's resident futurologist.""We are looking at electronics which are really in deep contact with your body and a lot of that information you really don't want every passer-by to know.Images of devices clumsily bolted on to heads or wrists have pervaded thinking about future technology.""We cannot arrogantly assume that the human brain will not change with this,"" warns Baroness Greenfield.MP3 jackets, based on the idea that electrically conductive fabric can connect to keyboard sewn into sleeves, have already appeared in shops.",technology going increasingly part clothing jewellery skin need serious thinking mean u human say baroness susan greenfieldif clothing skin personal body network talking monitoring everywhere go think mean concept privacybut baroness greenfield concerned far personal contact technology might affect beinghowever future highly personal device technology worn even fuse body raise ethical questionsyet technology already upon ushis job formulate idea based science technology guide industry futurewearable technology could exploit body heat charge video tattoo intelligent electronic contact lens might function tv screen movesuch material already starting change gadget electronics used designedat recent conference technology engineering academic fashion industry expert royal society london neuroscientist baroness greenfield cautioned cant sleepwalk futureideas smart small even invisible technology get always floating aroundas technology infiltrates biology brain function differentlyso mp player mass gadget moment disappear instead become integrated one clothing say mr pearsonby phone printed directly wrist part body say ian pearson bts resident futurologistwe looking electronics really deep contact body lot information really dont want every passerby knowimages device clumsily bolted head wrist pervaded thinking future technologywe cannot arrogantly assume human brain change warns baroness greenfieldmp jacket based idea electrically conductive fabric connect keyboard sewn sleeve already appeared shop
tech,"Microsoft is trailing behind competitors like Google and AOL, which already offer services which make it easy for people to set up web journals.It is launching a test service to allow people to publish blogs, or online journals, called MSN Spaces.Competitors like Google already offer free services through its Blogger site, while AOL provides its members with journals.Blogs, short for web logs, have become a popular way for people to talk about their lives and express opinions online.It now estimates that the number of blogs in existence has exceeded 4.8 million, although some speculate that less than a quarter are regularly maintained.Accurate figures for the number of blogs in existence are hard to come by.",microsoft trailing behind competitor like google aol already offer service make easy people set web journalsit launching test service allow people publish blog online journal called msn spacescompetitors like google already offer free service blogger site aol provides member journalsblogs short web log become popular way people talk life express opinion onlineit estimate number blog existence exceeded million although speculate less quarter regularly maintainedaccurate figure number blog existence hard come
tech,"He said the products which will be making waves in the next year will be about the ""democratisation"" of content - devices and technologies that will give people the freedom to do more with music, video, and images.The CEA predicted that there would be several key technology trends to watch in the coming year.The thrust of this year's show will be on technologies which put people in charge of multimedia content so they can store, listen to, and watch what they want on devices any time, anywhere.That trend is predicted to continue, according to CEA analysts, with wholesale shipments of consumer technologies expected to grow by 11% again in 2005.Consumer electronics and gadgets had a phenomenal year in 2004, according to figures released by CES organisers, the CEA, on Tuesday.Thousands of technology lovers and industry experts have gathered in Las Vegas for the annual Consumer Electronics Show (CES).""The story this year remains all about digital and how that is completely transforming and revolutionising products and the way people interact with them,"" Jeff Joseph, from the Consumer Electronics Association (CEA) told the BBC News website.The fair showcases the latest technologies and gadgets that will hit the shops in the next year.The fastest-growing technologies in 2004 included blank DVD media, Liquid Crystal Display (LCD) TVs, digital video recorders (DVRs), and portable music players.The show also includes several speeches from key technology companies such as Intel, Microsoft, and Hewlett Packard among others.Portable devices that combine mobile telephony, digital music and video players, will also be more popular in 2005.Although it has been widely predicted that Mr Gates would be showcasing the new Xbox, some media reports have cast doubt on what he would be talking about in the keynote.",said product making wave next year democratisation content device technology give people freedom music video imagesthe cea predicted would several key technology trend watch coming yearthe thrust year show technology put people charge multimedia content store listen watch want device time anywherethat trend predicted continue according cea analyst wholesale shipment consumer technology expected grow consumer electronics gadget phenomenal year according figure released ce organiser cea tuesdaythousands technology lover industry expert gathered la vega annual consumer electronics show cesthe story year remains digital completely transforming revolutionising product way people interact jeff joseph consumer electronics association cea told bbc news websitethe fair showcase latest technology gadget hit shop next yearthe fastestgrowing technology included blank dvd medium liquid crystal display lcd tv digital video recorder dvrs portable music playersthe show also includes several speech key technology company intel microsoft hewlett packard among othersportable device combine mobile telephony digital music video player also popular although widely predicted mr gate would showcasing new xbox medium report cast doubt would talking keynote
tech,"But, however careful you may be, if the organisations you trust with your personal data, bank accounts and credit cards are not able to look after their databases properly then you are in trouble.Armed with the personal details that a bank holds, plus a fake letter or two, it is apparently easy to get a loan, open a bank account with an overdraft or get a credit card in someone else's name.Fortunately there are now ways to keep bank systems more secure from the sort of data theft that involves taking a portable hard drive or flash memory card into the office, plugging it into a USB slot and sucking down customer files.The Financial Services Authority has warned banks and other financial institutions that members of criminal gangs may be applying for jobs which give them access to confidential customer data.And just last week the online bank Cahoot admitted that its customer account details could be read by anyone who could guess a login name.After all, I bank with Cahoot but it would be so much hassle to move my accounts that I did not even consider it when I heard about their security problems.And as we all become aware of the danger of identity theft and look more carefully for unexpected transactions on our statements, banks should have good enough records and logs to trace the people who might have accessed the account details.The real danger is not what happens to your data as it crosses the net, argues analyst Bill Thompson.The fear is not that they will steal money from our bank accounts but that they will instead steal something far more valuable in our digital society - our identities.Whether it is external hackers breaking in because of poor system security or internal staff abusing the access they get as part of their job, the issue is the same: how do we make sure that our personal data is not abused?Any organisation that processes personal data is, of course, bound by the Data Protection Act and must take proper care of it.The two options would seem to be more stringent data protection law, so that companies really feel the pressure to improve their internal processes, or a wave of civil lawsuits against financial institutions with sloppy practices whose customers suffer from identity theft.I doubt many others have closed their accounts, especially when there is little guarantee that other banks are not going to make the same sort of mistake in future.In fact I do not know of a single case where an e-mail containing payment details has led to card fraud.",however careful may organisation trust personal data bank account credit card able look database properly troublearmed personal detail bank hold plus fake letter two apparently easy get loan open bank account overdraft get credit card someone elses namefortunately way keep bank system secure sort data theft involves taking portable hard drive flash memory card office plugging usb slot sucking customer filesthe financial service authority warned bank financial institution member criminal gang may applying job give access confidential customer dataand last week online bank cahoot admitted customer account detail could read anyone could guess login nameafter bank cahoot would much hassle move account even consider heard security problemsand become aware danger identity theft look carefully unexpected transaction statement bank good enough record log trace people might accessed account detailsthe real danger happens data cross net argues analyst bill thompsonthe fear steal money bank account instead steal something far valuable digital society identitieswhether external hacker breaking poor system security internal staff abusing access get part job issue make sure personal data abusedany organisation process personal data course bound data protection act must take proper care itthe two option would seem stringent data protection law company really feel pressure improve internal process wave civil lawsuit financial institution sloppy practice whose customer suffer identity thefti doubt many others closed account especially little guarantee bank going make sort mistake futurein fact know single case email containing payment detail led card fraud
tech,"Although the two partially-paralysed people performed better overall, the researchers said this could be because their brains were more used to adapting or that they were simply more motivated.A team of US researchers has shown that controlling devices with the brain is a step closer.Earlier this year, a team at the MIT Media Labs Europe demonstrated a wireless cap which read brain waves to control a computer character.Four people, two of them partly paralysed wheelchair users, successfully moved a computer cursor while wearing a cap with 64 electrodes.Previous research has shown that monkeys can control a computer with electrodes implanted into their brain.The research team, from New York State Department of Health and State University of New York in Albany, said the research was another step towards people controlling wheelchairs or other electronic devices by thought.Such brain activity does not require the use of any nerves of muscles, so people with stroke or spinal cord injuries could use the cap effectively.",although two partiallyparalysed people performed better overall researcher said could brain used adapting simply motivateda team u researcher shown controlling device brain step closerearlier year team mit medium lab europe demonstrated wireless cap read brain wave control computer characterfour people two partly paralysed wheelchair user successfully moved computer cursor wearing cap electrodesprevious research shown monkey control computer electrode implanted brainthe research team new york state department health state university new york albany said research another step towards people controlling wheelchair electronic device thoughtsuch brain activity require use nerve muscle people stroke spinal cord injury could use cap effectively
tech,"Although the two partially-paralysed people performed better overall, the researchers said this could be because their brains were more used to adapting or that they were simply more motivated.A team of US researchers has shown that controlling devices with the brain is a step closer.Earlier this year, a team at the MIT Media Labs Europe demonstrated a wireless cap which read brain waves to control a computer character.Four people, two of them partly paralysed wheelchair users, successfully moved a computer cursor while wearing a cap with 64 electrodes.Previous research has shown that monkeys can control a computer with electrodes implanted into their brain.The research team, from New York State Department of Health and State University of New York in Albany, said the research was another step towards people controlling wheelchairs or other electronic devices by thought.Such brain activity does not require the use of any nerves of muscles, so people with stroke or spinal cord injuries could use the cap effectively.",although two partiallyparalysed people performed better overall researcher said could brain used adapting simply motivateda team u researcher shown controlling device brain step closerearlier year team mit medium lab europe demonstrated wireless cap read brain wave control computer characterfour people two partly paralysed wheelchair user successfully moved computer cursor wearing cap electrodesprevious research shown monkey control computer electrode implanted brainthe research team new york state department health state university new york albany said research another step towards people controlling wheelchair electronic device thoughtsuch brain activity require use nerve muscle people stroke spinal cord injury could use cap effectively
tech,"Many feel that the most difficult and challenging area for the Commission will be to identify a solution for different Digital Rights Management (DRM) schemes.They have identified that many groups have defined the forms of digital media in the areas that NEM encompasses.How people receive their digital entertainment in the future could change, following the launch of an ambitious European project.The Commission wants people to be able to locate the content they desire and have it delivered seamlessly, when on the move, at home or at work, no matter who supplies the devices, network, content, or content protection scheme.What is significant is that such a large and powerful organisation has stated its desire for digital formats to be open to all and work on any gadget.Simon Perry is the editor of the Digital Lifestyles website, which covers the impact of technology on mediaThe 10-year plan brings together the work of many currently running research projects that the EC has been funding for a number of years.The European Commission is being pragmatic in its approach.",many feel difficult challenging area commission identify solution different digital right management drm schemesthey identified many group defined form digital medium area nem encompasseshow people receive digital entertainment future could change following launch ambitious european projectthe commission want people able locate content desire delivered seamlessly move home work matter supply device network content content protection schemewhat significant large powerful organisation stated desire digital format open work gadgetsimon perry editor digital lifestyle website cover impact technology mediathe year plan brings together work many currently running research project ec funding number yearsthe european commission pragmatic approach
tech,"Dr Nielsen said the success of sites such as Google, Amazon, eBay and Yahoo showed that close attention to design and user needs was important.Dr Nielsen said the basic principles of usability, centring around ease of use and clear thinking about a site's total design, were as important as ever.Some design crimes, such as splash screens that get between a user and the site they are trying to visit, and web designers indulging their artistic urges have almost disappeared, said Dr Nielsen.""I think it's amazing that we have seen a doubling in a 10-year period of those search terms,"" said Dr Nielsen.""All are based on user empowerment and make it easy for people to do things on the internet,"" he said.Research by Dr Nielsen shows that people are getting more sophisticated in their use of search engines.But, says usability guru Dr Jakob Nielsen, some things have stayed constant in that decade, namely the principles of what makes a site easy to use.""A lot of people thought that design and usability was only a temporary problem because broadband was taking off,"" he said.""Roughly 80% of the things we found 10 years ago are still an issue today,"" he said.""Those four sites are extremely profitable and extremely successful,"" said Dr Nielsen, adding that they have largely defined commercial success on the net.Dr Nielsen has looked back at a decade of work on usability and considered whether the 34 core guidelines drawn up back then are relevant to the web of today.Often people had to look at a website just to judge whether it was useful or not.",dr nielsen said success site google amazon ebay yahoo showed close attention design user need importantdr nielsen said basic principle usability centring around ease use clear thinking site total design important eversome design crime splash screen get user site trying visit web designer indulging artistic urge almost disappeared said dr nielseni think amazing seen doubling year period search term said dr nielsenall based user empowerment make easy people thing internet saidresearch dr nielsen show people getting sophisticated use search enginesbut say usability guru dr jakob nielsen thing stayed constant decade namely principle make site easy usea lot people thought design usability temporary problem broadband taking saidroughly thing found year ago still issue today saidthose four site extremely profitable extremely successful said dr nielsen adding largely defined commercial success netdr nielsen looked back decade work usability considered whether core guideline drawn back relevant web todayoften people look website judge whether useful
tech,"But at a time when blockbuster titles offer only a fresh lick of paint in favour of real innovation, Metal Slug 3 is a fresh gasp of air from an era when the Xbox was not even a twinkle in Bill Gates' eye.Simply choose your grunt and wade through five 2D side-scrolling levels of the most hectic video game blasting you will ever encounter.Fans of robotic gastropods should note the title refers, instead, to the vast array of vehicles on offer in a game stuffed with bizarre hardware.With its hand-animated sprites and 2D side-scrolling, this was even considered retro when released in arcades four years ago.And at a mere Â£20, Metal Slug 3 is as cheap as sliced, fried spuds, as the man says.Like some drill sergeant from the past, Metal Slug 3 is a wake-up call to today's gamers molly-coddled with slick visuals and fancy trimmings.",time blockbuster title offer fresh lick paint favour real innovation metal slug fresh gasp air era xbox even twinkle bill gate eyesimply choose grunt wade five sidescrolling level hectic video game blasting ever encounterfans robotic gastropod note title refers instead vast array vehicle offer game stuffed bizarre hardwarewith handanimated sprite sidescrolling even considered retro released arcade four year agoand mere metal slug cheap sliced fried spud man sayslike drill sergeant past metal slug wakeup call today gamers mollycoddled slick visuals fancy trimming
tech,"The trend shows that gaming is not just about big-hitting, games console titles, which appeal more to ""hardcore"" gamers, said a panel of experts.This aspect of ""community"" is crucial for gamers who just want to have quick access to free or cheap games without committing long periods of time immersed in Â£30 to Â£40 console or PC titles, said the panel.Key to these types of titles is the chance they give people who may not see themselves as gamers to dip in and out of games when they liked.Casual games like poker, pool, bridge, bingo and puzzle-based titles, which can be played online or downloaded onto mobile devices, were ""gender neutral"" and different genres attracted different players.But hardcore gamers who are more attracted to blockbuster gamers which usually require hi-spec PCs, like Half-Life 2, or Halo 2 on Xbox, also liked to have a different type of gaming experience.With more people finding more to do with their gadgets and high-speed connections, casual games would start to open up the world of gaming as a form of mass-market entertainment to more people.""When hardcore gamers are not playing Halo, they are playing poker and pool, based on our research,"" said Geoff Graber, director of Yahoo Games, which attracts about 12 million gamers a month.Portal sites which offer casual games, like AOL, Yahoo, and RealArcade, as well as other games-on-demand services, allow people to build up buddy lists so they can return and play against the same people.",trend show gaming bighitting game console title appeal hardcore gamers said panel expertsthis aspect community crucial gamers want quick access free cheap game without committing long period time immersed console pc title said panelkey type title chance give people may see gamers dip game likedcasual game like poker pool bridge bingo puzzlebased title played online downloaded onto mobile device gender neutral different genre attracted different playersbut hardcore gamers attracted blockbuster gamers usually require hispec pc like halflife halo xbox also liked different type gaming experiencewith people finding gadget highspeed connection casual game would start open world gaming form massmarket entertainment peoplewhen hardcore gamers playing halo playing poker pool based research said geoff graber director yahoo game attracts million gamers monthportal site offer casual game like aol yahoo realarcade well gamesondemand service allow people build buddy list return play people
tech,"It was the only title to win twice, winning Ultimate Game of the year and best PC game at the awards, presented by Little Britain star Matt Lucas.Its release was somewhat eclipsed by Doom 3, which was released on the same week.The original Doom, released in 1994, heralded a new era in computer games and introduced 3D graphics.Doom 3 was developed over four years and is thought to have cost around $15m (Â£8.3m).The much-anticipated sci-fi horror Doom 3 shot straight to the top of the UK games charts on its release in August.The top honour for the best online game of the year went to Battlefield Vietnam.The Chronicles of Riddick: Escape from Butcher Bay was handed the Unsung Hero Game of 2004.",title win twice winning ultimate game year best pc game award presented little britain star matt lucasits release somewhat eclipsed doom released weekthe original doom released heralded new era computer game introduced graphicsdoom developed four year thought cost around mthe muchanticipated scifi horror doom shot straight top uk game chart release augustthe top honour best online game year went battlefield vietnamthe chronicle riddick escape butcher bay handed unsung hero game
tech,"""Women will be getting gadgets from husbands and boyfriends as well as buying them for themselves,"" said Mr Irish.He probably has his own airplane seat, that is how highly Sony prize him,"" said Mr Irish.""The iPod mini is likely to be this year's Tracey Island,"" said Mr Irish.""What is impressive is how much it can do and how well it can do them,"" said Mr Irish.""Demand is huge and Apple has promised that it can supply enough but people might struggle to get their hands on iPod minis,"" said Mr Irish.With Apple's iPod topping wish lists again, there may not be enough iPod minis to go round, predicts Oliver Irish, editor of gadget magazine Stuff.Stuff has compiled a list of the top 10 gadgets for 2004 and the iPod is at number one.Suggestions that it could be a gaming or wireless Christmas are unlikely to come true as MP3 players remain the most popular stocking filler, said Mr Irish.",woman getting gadget husband boyfriend well buying said mr irishhe probably airplane seat highly sony prize said mr irishthe ipod mini likely year tracey island said mr irishwhat impressive much well said mr irishdemand huge apple promised supply enough people might struggle get hand ipod mini said mr irishwith apple ipod topping wish list may enough ipod mini go round predicts oliver irish editor gadget magazine stuffstuff compiled list top gadget ipod number onesuggestions could gaming wireless christmas unlikely come true mp player remain popular stocking filler said mr irish
tech,"The US is poised to push Japan off the top of the supercomputing chart with IBM's prototype Blue Gene/L machine.But in September, IBM said that another Blue Gene/L machine clocked up 36.01 teraflops, marginally surpassing the Earth Simulator's performance.DOE test results show that Blue Gene/L has managed speeds of 70.72 teraflops.The Linux-based machine was reported to have reached a top speed of 42.7 teraflops in October.One area where Mr Donofrio sees supercomputing - and Blue Gene machines in particular - as crucial is health.The IBM Blue Gene/L is only a prototype and is one 5th the speed of the full version, due to be completed for the Livermore labs in 2005.The Blue Gene/L machine that will be completed next year will be five million times faster.Compared with the current fastest supercomputers, Blue Gene is designed to consume one 15th the power and be 10 times more compact.The current top machine, Japan's NEC Earth Simulator, clocks up 35.86.Since the first supercomputer, the Cray-1, was installed at Los Alamos National Laboratory in 1976, computational speed has leaped 500,000 times.Due next week, the Top 500 list officially charts the fastest computers in the world.He believes the machines can help scientists understand one of the greatest challenges of the 21st Century: protein folding.The US Secretary of Energy Spencer Abraham confirmed that the machine had reached the breakneck speed, according to the Linpack benchmark.The Cray-1 was capable of 80 megaflops (80 million operations a second).IBM's senior vice president of technology and manufacturing, Nick Donofrio, believes that by 2006, Blue Gene will be capable of petaflop computing.This means it would be capable of doing 1,000 trillion operations a second.",u poised push japan top supercomputing chart ibms prototype blue genel machinebut september ibm said another blue genel machine clocked teraflop marginally surpassing earth simulator performancedoe test result show blue genel managed speed teraflopsthe linuxbased machine reported reached top speed teraflop octoberone area mr donofrio see supercomputing blue gene machine particular crucial healththe ibm blue genel prototype one th speed full version due completed livermore lab blue genel machine completed next year five million time fastercompared current fastest supercomputer blue gene designed consume one th power time compactthe current top machine japan nec earth simulator clock since first supercomputer cray installed los alamo national laboratory computational speed leaped timesdue next week top list officially chart fastest computer worldhe belief machine help scientist understand one greatest challenge st century protein foldingthe u secretary energy spencer abraham confirmed machine reached breakneck speed according linpack benchmarkthe cray capable megaflop million operation secondibms senior vice president technology manufacturing nick donofrio belief blue gene capable petaflop computingthis mean would capable trillion operation second
